Date,Open,High,Low,Close,Adj Close,Volume
2001-01-02,104.375000,105.500000,97.500000,100.250000,83.008636,3202400
2001-01-03,100.062500,115.500000,98.875000,115.500000,95.635841,7355200
2001-01-04,113.750000,116.750000,111.000000,112.750000,93.358833,5867200
2001-01-05,109.000000,111.000000,105.750000,107.875000,89.322258,4328600
2001-01-08,106.500000,107.312500,102.625000,106.375000,88.080185,2169500
2001-01-09,107.625000,108.500000,103.312500,104.750000,86.734688,2295200
2001-01-10,102.250000,108.937500,102.250000,108.500000,89.839745,2716200
2001-01-11,108.500000,112.125000,107.500000,110.500000,91.495743,3674000
2001-01-12,110.437500,110.875000,108.750000,108.750000,90.046745,1806000
2001-01-16,108.812500,113.000000,108.062500,110.000000,91.081787,2267800
2001-01-17,109.750000,114.875000,109.312500,110.000000,91.081787,3212700
2001-01-18,109.500000,109.875000,107.250000,107.500000,89.108940,2583900
2001-01-19,108.000000,111.000000,107.812500,110.937500,91.958359,2760600
2001-01-22,110.937500,115.000000,110.875000,113.125000,93.771637,2783800
2001-01-23,114.250000,116.250000,114.000000,116.000000,96.154762,3270900
2001-01-24,115.000000,120.000000,114.000000,117.875000,97.708977,5110600
2001-01-25,117.875000,117.875000,113.125000,113.562500,94.134270,2724100
2001-01-26,113.000000,115.000000,111.562500,114.687500,95.066818,2446000
2001-01-29,114.500000,117.750000,114.500000,115.910004,96.080147,1630200
2001-01-30,116.900002,118.699997,114.059998,118.620003,98.326553,1700000
2001-01-31,118.620003,119.750000,113.080002,113.750000,94.289650,3500600
2001-02-01,114.900002,118.500000,114.500000,118.199997,97.978371,2579800
2001-02-02,117.599998,118.849998,113.949997,113.959999,94.463753,2158900
2001-02-05,113.750000,114.000000,111.250000,112.099998,92.921967,2540100
2001-02-06,112.949997,112.949997,108.349998,108.949997,90.310867,2246600
2001-02-07,109.400002,109.949997,104.080002,105.199997,87.202446,3138200
2001-02-08,105.699997,108.449997,105.300003,105.949997,87.824112,2716600
2001-02-09,105.099998,109.000000,103.099998,107.750000,89.316147,2742100
2001-02-12,107.699997,109.500000,105.500000,109.500000,90.766785,1952500
2001-02-13,109.900002,110.650002,105.000000,105.900002,87.782692,2213400
2001-02-14,106.400002,106.500000,103.389999,104.250000,86.414948,2401000
2001-02-15,105.949997,108.250000,103.699997,107.199997,88.860260,3020000
2001-02-16,104.500000,105.300003,101.300003,101.500000,84.135399,2620200
2001-02-20,102.099998,102.110001,94.349998,96.000000,79.576355,3273600
2001-02-21,96.000000,98.599998,93.610001,94.400002,78.250084,4273900
2001-02-22,94.410004,97.500000,91.260002,97.199997,80.571060,4517900
2001-02-23,96.199997,97.099998,90.250000,96.040001,79.609512,4350600
2001-02-26,96.150002,98.500000,92.629997,98.300003,81.482880,3882100
2001-02-27,97.750000,100.500000,96.510002,98.339996,81.516014,4132200
2001-02-28,97.099998,97.110001,91.269997,91.750000,76.053459,4745600
2001-03-01,89.400002,91.800003,87.199997,91.610001,75.937408,5330800
2001-03-02,90.300003,93.599998,89.099998,91.400002,75.763306,4105500
2001-03-05,91.400002,93.000000,88.720001,92.150002,76.385002,2837300
2001-03-06,93.949997,97.500000,93.349998,95.349998,79.037544,3156800
2001-03-07,95.110001,95.650002,92.650002,94.949997,78.705971,3780200
2001-03-08,94.849998,95.699997,90.650002,91.750000,76.053459,3078300
2001-03-09,91.610001,91.620003,86.900002,87.000000,72.116112,2968600
2001-03-12,86.050003,86.500000,81.570000,82.489998,68.377640,4860800
2001-03-13,84.750000,87.750000,83.500000,87.510002,72.538834,4596400
2001-03-14,84.900002,87.889999,83.110001,83.910004,69.554733,6390800
2001-03-15,86.000000,89.910004,85.849998,87.949997,72.903549,4706900
2001-03-16,90.500000,91.000000,87.050003,87.550003,72.571960,4385300
2001-03-19,89.000000,91.550003,88.250000,90.940002,75.381996,3205100
2001-03-20,92.000000,92.500000,87.059998,87.059998,72.165802,7271300
2001-03-21,87.099998,89.500000,84.849998,85.000000,70.458221,5204200
2001-03-22,84.750000,88.500000,81.000000,85.910004,71.212540,5776900
2001-03-23,87.500000,89.879997,86.900002,89.809998,74.445343,4026900
2001-03-26,89.809998,92.500000,88.570000,89.239998,73.972870,3292600
2001-03-27,87.750000,93.500000,87.400002,93.500000,77.504036,3700100
2001-03-28,92.000000,92.000000,86.500000,87.250000,72.323288,4127400
2001-03-29,86.680000,89.650002,86.000000,88.099998,73.027908,3472000
2001-03-30,87.900002,89.470001,85.099998,85.099998,70.541107,2855900
2001-04-02,85.099998,87.199997,84.000000,84.160004,69.761932,2939800
2001-04-03,84.099998,84.900002,80.980003,81.309998,67.399521,3203600
2001-04-04,80.599998,81.750000,77.000000,77.529999,64.266182,6130100
2001-04-05,80.000000,86.000000,79.900002,86.000000,71.287155,5193500
2001-04-06,84.000000,85.559998,82.839996,84.199997,69.795097,4452100
2001-04-09,85.750000,87.250000,82.610001,84.000000,69.629333,2884500
2001-04-10,85.599998,89.480003,85.510002,87.809998,72.787506,2955000
2001-04-11,91.500000,91.949997,89.500000,91.300003,75.680458,3427000
2001-04-12,89.599998,94.000000,89.099998,94.000000,77.918495,3024400
2001-04-16,94.000000,94.250000,91.779999,91.779999,76.078316,2725300
2001-04-17,90.800003,94.500000,90.550003,93.099998,77.172493,2838900
2001-04-18,95.250000,102.500000,95.099998,99.650002,82.601921,5979300
2001-04-19,98.150002,99.889999,95.500000,97.690002,80.977249,3918600
2001-04-20,95.500000,96.449997,94.500000,95.660004,79.392006,2297300
2001-04-23,94.000000,94.750000,92.500000,92.959999,77.151215,2063400
2001-04-24,92.699997,93.739998,91.150002,91.400002,75.856506,2786500
2001-04-25,90.000000,93.300003,89.699997,92.820000,77.034981,3109700
2001-04-26,92.820000,96.099998,91.500000,92.489998,76.761124,4163200
2001-04-27,92.000000,94.690002,91.949997,92.940002,77.134644,4054700
2001-04-30,95.080002,95.080002,91.000000,91.099998,75.607491,2716800
2001-05-01,90.000000,93.099998,89.290001,92.650002,76.893944,3781600
2001-05-02,94.400002,98.500000,93.949997,98.000000,81.334091,4391200
2001-05-03,96.150002,96.750000,95.139999,96.000000,79.674225,3092900
2001-05-04,94.000000,97.800003,93.800003,97.199997,80.670158,3000400
2001-05-07,96.199997,98.199997,95.690002,96.010002,79.682541,2135600
2001-05-08,96.099998,96.550003,95.019997,95.250000,79.051781,1935100
2001-05-09,94.940002,96.150002,94.449997,94.660004,78.562119,1931800
2001-05-10,95.910004,97.650002,94.489998,94.510002,78.437622,1935600
2001-05-11,94.400002,97.000000,92.500000,92.849998,77.059891,2591600
2001-05-14,92.400002,94.250000,92.279999,94.099998,78.097305,1616200
2001-05-15,94.110001,95.699997,93.199997,94.849998,78.719803,2560400
2001-05-16,94.599998,99.949997,92.500000,99.949997,82.952461,3089700
2001-05-17,99.250000,100.599998,97.849998,97.949997,81.292625,2270500
2001-05-18,97.900002,97.900002,96.750000,97.250000,80.711655,1977200
2001-05-21,97.750000,101.989998,97.000000,101.900002,84.570892,2332600
2001-05-22,102.599998,105.150002,102.309998,103.290001,85.724503,2288500
2001-05-23,102.290001,102.300003,99.199997,99.300003,82.413040,3134600
2001-05-24,99.000000,100.250000,98.050003,99.849998,82.869469,1817000
2001-05-25,99.900002,99.900002,97.519997,97.959999,81.300919,1234800
2001-05-29,97.500000,97.599998,95.209999,96.879997,80.404587,2251400
2001-05-30,95.550003,96.750000,94.400002,94.760002,78.645081,2355000
2001-05-31,94.550003,95.849998,94.489998,95.099998,78.927284,1893200
2001-06-01,95.489998,96.699997,93.900002,96.699997,80.255188,1920900
2001-06-04,96.199997,96.900002,95.250000,96.510002,80.097504,1198400
2001-06-05,97.099998,98.139999,97.000000,97.349998,80.794678,1376800
2001-06-06,96.300003,96.300003,94.690002,95.540001,79.292465,1962000
2001-06-07,95.540001,97.070000,94.559998,96.900002,80.421204,1536900
2001-06-08,96.900002,96.900002,95.250000,95.360001,79.143074,924900
2001-06-11,95.199997,95.650002,91.900002,92.010002,76.362740,2673700
2001-06-12,91.199997,91.949997,90.059998,91.860001,76.238319,2592500
2001-06-13,91.559998,92.980003,89.070000,89.160004,73.997437,2178300
2001-06-14,89.050003,89.449997,87.000000,87.010002,72.213081,2714200
2001-06-15,86.750000,90.000000,86.050003,89.290001,74.105339,3025300
2001-06-18,88.800003,89.879997,88.000000,88.650002,73.574142,1799400
2001-06-19,90.500000,91.500000,87.750000,88.180000,73.184074,4292900
2001-06-20,87.599998,89.000000,86.430000,88.400002,73.366692,3849500
2001-06-21,87.750000,93.510002,87.750000,93.000000,77.184380,3880900
2001-06-22,92.400002,92.849998,91.089996,92.099998,76.437462,2606300
2001-06-25,92.849998,92.849998,90.599998,90.949997,75.483009,1260700
